Fecha;Mes;Fecha de busqueda;Precio;Moneda;Es directo;Aerolinea;Origen;Destino;Ciudad origen;País origen;Ciudad de destino;Dia;;
10/07/2021;7;13/05/2021;74;€;False;Ryanair;HHN;ALC;Fráncfort del Meno;Alemania;Alicante;10;;
11/07/2021;7;13/05/2021;52;€;False;Ryanair;HHN;ALC;Fráncfort del Meno;Alemania;Alicante;11;;
14/07/2021;7;13/05/2021;81;€;False;Ryanair;HHN;ALC;Fráncfort del Meno;Alemania;Alicante;14;;
15/07/2021;7;13/05/2021;50;€;False;Ryanair;HHN;ALC;Fráncfort del Meno;Alemania;Alicante;15;;
16/07/2021;7;13/05/2021;68;€;False;Ryanair;HHN;ALC;Fráncfort del Meno;Alemania;Alicante;16;;
18/07/2021;7;13/05/2021;59;€;False;Ryanair;HHN;ALC;Fráncfort del Meno;Alemania;Alicante;18;;
19/07/2021;7;13/05/2021;79;€;False;Ryanair;HHN;ALC;Fráncfort del Meno;Alemania;Alicante;19;;
22/07/2021;7;13/05/2021;47;€;False;Ryanair;HHN;ALC;Fráncfort del Meno;Alemania;Alicante;22;;
23/07/2021;7;13/05/2021;67;€;False;Ryanair;HHN;ALC;Fráncfort del Meno;Alemania;Alicante;23;;
24/07/2021;7;13/05/2021;96;€;False;Wizz Air;HHN;ALC;Fráncfort del Meno;Alemania;Alicante;24;;
25/07/2021;7;13/05/2021;71;€;False;Ryanair;HHN;ALC;Fráncfort del Meno;Alemania;Alicante;25;;
27/07/2021;7;13/05/2021;75;€;False;Ryanair;HHN;ALC;Fráncfort del Meno;Alemania;Alicante;27;;
29/07/2021;7;13/05/2021;34;€;False;Ryanair;HHN;ALC;Fráncfort del Meno;Alemania;Alicante;29;;
01/08/2021;8;13/05/2021;858;€;False;Wizz Air;HHN;ALC;Fráncfort del Meno;Alemania;Alicante;1;;
02/08/2021;8;13/05/2021;78;€;False;Ryanair;HHN;ALC;Fráncfort del Meno;Alemania;Alicante;2;;
03/08/2021;8;13/05/2021;64;€;False;Ryanair;HHN;ALC;Fráncfort del Meno;Alemania;Alicante;3;;
12/08/2021;8;13/05/2021;65;€;False;Ryanair;HHN;ALC;Fráncfort del Meno;Alemania;Alicante;12;;
13/08/2021;8;13/05/2021;95;€;False;Ryanair;HHN;ALC;Fráncfort del Meno;Alemania;Alicante;13;;
21/08/2021;8;13/05/2021;58;€;False;Ryanair;HHN;ALC;Fráncfort del Meno;Alemania;Alicante;21;;
05/06/2021;6;13/05/2021;137;€;False;eurowings;LEJ;ALC;Leipzig;Alemania;Alicante;5;;
09/06/2021;6;13/05/2021;149;€;False;Condor;LEJ;ALC;Leipzig;Alemania;Alicante;9;;
17/07/2021;7;13/05/2021;116;€;False;Lufthansa;LEJ;ALC;Leipzig;Alemania;Alicante;17;;
19/07/2021;7;13/05/2021;81;€;False;eurowings;LEJ;ALC;Leipzig;Alemania;Alicante;19;;
23/08/2021;8;13/05/2021;117;€;False;eurowings;LEJ;ALC;Leipzig;Alemania;Alicante;23;;
01/06/2021;6;13/05/2021;53;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;1;;
02/06/2021;6;13/05/2021;57;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;2;;
03/06/2021;6;13/05/2021;44;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;3;;
04/06/2021;6;13/05/2021;38;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;4;;
04/06/2021;6;13/05/2021;156;€;True;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;4;;
05/06/2021;6;13/05/2021;35;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;5;;
06/06/2021;6;13/05/2021;43;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;6;;
07/06/2021;6;13/05/2021;41;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;7;;
07/06/2021;6;13/05/2021;130;€;True;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;7;;
08/06/2021;6;13/05/2021;56;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;8;;
09/06/2021;6;13/05/2021;55;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;9;;
10/06/2021;6;13/05/2021;45;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;10;;
11/06/2021;6;13/05/2021;44;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;11;;
11/06/2021;6;13/05/2021;102;€;True;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;11;;
12/06/2021;6;13/05/2021;37;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;12;;
13/06/2021;6;13/05/2021;37;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;13;;
14/06/2021;6;13/05/2021;63;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;14;;
14/06/2021;6;13/05/2021;102;€;True;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;14;;
16/06/2021;6;13/05/2021;60;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;16;;
17/06/2021;6;13/05/2021;47;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;17;;
18/06/2021;6;13/05/2021;45;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;18;;
18/06/2021;6;13/05/2021;102;€;True;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;18;;
20/06/2021;6;13/05/2021;32;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;20;;
21/06/2021;6;13/05/2021;67;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;21;;
21/06/2021;6;13/05/2021;88;€;True;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;21;;
22/06/2021;6;13/05/2021;79;€;False;eurowings;HAM;ALC;Hamburgo;Alemania;Alicante;22;;
23/06/2021;6;13/05/2021;59;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;23;;
24/06/2021;6;13/05/2021;56;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;24;;
25/06/2021;6;13/05/2021;55;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;25;;
25/06/2021;6;13/05/2021;88;€;True;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;25;;
26/06/2021;6;13/05/2021;46;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;26;;
27/06/2021;6;13/05/2021;44;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;27;;
28/06/2021;6;13/05/2021;68;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;28;;
28/06/2021;6;13/05/2021;71;€;True;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;28;;
29/06/2021;6;13/05/2021;72;€;False;eurowings;HAM;ALC;Hamburgo;Alemania;Alicante;29;;
30/06/2021;6;13/05/2021;39;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;30;;
01/07/2021;7;13/05/2021;49;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;1;;
02/07/2021;7;13/05/2021;47;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;2;;
02/07/2021;7;13/05/2021;93;€;True;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;2;;
05/07/2021;7;13/05/2021;66;€;True;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;5;;
06/07/2021;7;13/05/2021;43;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;6;;
07/07/2021;7;13/05/2021;50;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;7;;
08/07/2021;7;13/05/2021;52;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;8;;
09/07/2021;7;13/05/2021;61;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;9;;
09/07/2021;7;13/05/2021;88;€;True;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;9;;
10/07/2021;7;13/05/2021;49;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;10;;
11/07/2021;7;13/05/2021;81;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;11;;
12/07/2021;7;13/05/2021;45;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;12;;
12/07/2021;7;13/05/2021;77;€;True;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;12;;
15/07/2021;7;13/05/2021;105;€;False;easyJet;HAM;ALC;Hamburgo;Alemania;Alicante;15;;
16/07/2021;7;13/05/2021;73;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;16;;
16/07/2021;7;13/05/2021;77;€;True;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;16;;
17/07/2021;7;13/05/2021;78;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;17;;
19/07/2021;7;13/05/2021;205;€;False;eurowings;HAM;ALC;Hamburgo;Alemania;Alicante;19;;
20/07/2021;7;13/05/2021;39;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;20;;
22/07/2021;7;13/05/2021;105;€;False;eurowings;HAM;ALC;Hamburgo;Alemania;Alicante;22;;
23/07/2021;7;13/05/2021;86;€;True;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;23;;
26/07/2021;7;13/05/2021;60;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;26;;
26/07/2021;7;13/05/2021;71;€;True;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;26;;
30/07/2021;7;13/05/2021;47;€;True;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;30;;
01/08/2021;8;13/05/2021;55;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;1;;
02/08/2021;8;13/05/2021;78;€;True;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;2;;
04/08/2021;8;13/05/2021;56;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;4;;
05/08/2021;8;13/05/2021;48;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;5;;
06/08/2021;8;13/05/2021;65;€;True;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;6;;
07/08/2021;8;13/05/2021;82;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;7;;
09/08/2021;8;13/05/2021;61;€;True;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;9;;
13/08/2021;8;13/05/2021;64;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;13;;
13/08/2021;8;13/05/2021;65;€;True;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;13;;
16/08/2021;8;13/05/2021;46;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;16;;
16/08/2021;8;13/05/2021;51;€;True;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;16;;
19/08/2021;8;13/05/2021;95;€;False;eurowings;HAM;ALC;Hamburgo;Alemania;Alicante;19;;
20/08/2021;8;13/05/2021;65;€;True;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;20;;
23/08/2021;8;13/05/2021;53;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;23;;
23/08/2021;8;13/05/2021;55;€;True;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;23;;
26/08/2021;8;13/05/2021;55;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;26;;
27/08/2021;8;13/05/2021;66;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;27;;
27/08/2021;8;13/05/2021;71;€;True;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;27;;
30/08/2021;8;13/05/2021;49;€;False;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;30;;
30/08/2021;8;13/05/2021;77;€;True;Ryanair;HAM;ALC;Hamburgo;Alemania;Alicante;30;;
01/06/2021;6;13/05/2021;41;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;1;;
02/06/2021;6;13/05/2021;67;€;False;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;2;;
03/06/2021;6;13/05/2021;41;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;3;;
04/06/2021;6;13/05/2021;48;€;False;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;4;;
05/06/2021;6;13/05/2021;41;€;False;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;5;;
05/06/2021;6;13/05/2021;53;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;5;;
06/06/2021;6;13/05/2021;45;€;False;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;6;;
07/06/2021;6;13/05/2021;55;€;False;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;7;;
08/06/2021;6;13/05/2021;38;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;8;;
09/06/2021;6;13/05/2021;62;€;False;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;9;;
10/06/2021;6;13/05/2021;32;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;10;;
11/06/2021;6;13/05/2021;62;€;False;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;11;;
12/06/2021;6;13/05/2021;69;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;12;;
13/06/2021;6;13/05/2021;58;€;False;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;13;;
14/06/2021;6;13/05/2021;62;€;False;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;14;;
15/06/2021;6;13/05/2021;32;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;15;;
16/06/2021;6;13/05/2021;86;€;False;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;16;;
17/06/2021;6;13/05/2021;41;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;17;;
18/06/2021;6;13/05/2021;52;€;False;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;18;;
19/06/2021;6;13/05/2021;44;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;19;;
20/06/2021;6;13/05/2021;41;€;False;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;20;;
21/06/2021;6;13/05/2021;64;€;False;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;21;;
22/06/2021;6;13/05/2021;32;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;22;;
24/06/2021;6;13/05/2021;58;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;24;;
25/06/2021;6;13/05/2021;55;€;False;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;25;;
26/06/2021;6;13/05/2021;44;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;26;;
27/06/2021;6;13/05/2021;61;€;False;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;27;;
28/06/2021;6;13/05/2021;61;€;False;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;28;;
29/06/2021;6;13/05/2021;64;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;29;;
30/06/2021;6;13/05/2021;84;€;False;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;30;;
01/07/2021;7;13/05/2021;93;€;False;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;1;;
01/07/2021;7;13/05/2021;102;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;1;;
02/07/2021;7;13/05/2021;115;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;2;;
03/07/2021;7;13/05/2021;67;€;False;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;3;;
03/07/2021;7;13/05/2021;111;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;3;;
04/07/2021;7;13/05/2021;260;€;False;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;4;;
05/07/2021;7;13/05/2021;111;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;5;;
06/07/2021;7;13/05/2021;106;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;6;;
07/07/2021;7;13/05/2021;107;€;False;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;7;;
08/07/2021;7;13/05/2021;89;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;8;;
09/07/2021;7;13/05/2021;68;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;9;;
10/07/2021;7;13/05/2021;89;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;10;;
12/07/2021;7;13/05/2021;68;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;12;;
13/07/2021;7;13/05/2021;47;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;13;;
15/07/2021;7;13/05/2021;67;€;False;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;15;;
15/07/2021;7;13/05/2021;80;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;15;;
16/07/2021;7;13/05/2021;121;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;16;;
17/07/2021;7;13/05/2021;111;€;False;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;17;;
17/07/2021;7;13/05/2021;121;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;17;;
18/07/2021;7;13/05/2021;87;€;False;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;18;;
19/07/2021;7;13/05/2021;121;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;19;;
20/07/2021;7;13/05/2021;75;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;20;;
21/07/2021;7;13/05/2021;102;€;False;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;21;;
22/07/2021;7;13/05/2021;81;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;22;;
23/07/2021;7;13/05/2021;126;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;23;;
24/07/2021;7;13/05/2021;106;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;24;;
25/07/2021;7;13/05/2021;135;€;False;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;25;;
26/07/2021;7;13/05/2021;97;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;26;;
27/07/2021;7;13/05/2021;47;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;27;;
28/07/2021;7;13/05/2021;119;€;False;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;28;;
29/07/2021;7;13/05/2021;75;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;29;;
30/07/2021;7;13/05/2021;75;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;30;;
31/07/2021;7;13/05/2021;74;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;31;;
01/08/2021;8;13/05/2021;123;€;False;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;1;;
02/08/2021;8;13/05/2021;104;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;2;;
04/08/2021;8;13/05/2021;67;€;False;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;4;;
05/08/2021;8;13/05/2021;75;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;5;;
06/08/2021;8;13/05/2021;59;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;6;;
07/08/2021;8;13/05/2021;80;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;7;;
08/08/2021;8;13/05/2021;148;€;False;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;8;;
09/08/2021;8;13/05/2021;64;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;9;;
10/08/2021;8;13/05/2021;38;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;10;;
11/08/2021;8;13/05/2021;120;€;False;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;11;;
12/08/2021;8;13/05/2021;47;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;12;;
13/08/2021;8;13/05/2021;36;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;13;;
14/08/2021;8;13/05/2021;55;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;14;;
16/08/2021;8;13/05/2021;45;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;16;;
17/08/2021;8;13/05/2021;38;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;17;;
18/08/2021;8;13/05/2021;104;€;False;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;18;;
19/08/2021;8;13/05/2021;41;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;19;;
20/08/2021;8;13/05/2021;41;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;20;;
21/08/2021;8;13/05/2021;55;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;21;;
22/08/2021;8;13/05/2021;60;€;False;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;22;;
23/08/2021;8;13/05/2021;46;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;23;;
24/08/2021;8;13/05/2021;38;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;24;;
26/08/2021;8;13/05/2021;27;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;26;;
27/08/2021;8;13/05/2021;41;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;27;;
28/08/2021;8;13/05/2021;44;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;28;;
30/08/2021;8;13/05/2021;171;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;30;;
31/08/2021;8;13/05/2021;46;€;True;Ryanair;NRN;ALC;Düsseldorf;Alemania;Alicante;31;;
02/06/2021;6;13/05/2021;84;€;False;eurowings;STR;ALC;Stuttgart;Alemania;Alicante;2;;
03/06/2021;6;13/05/2021;67;€;False;eurowings;STR;ALC;Stuttgart;Alemania;Alicante;3;;
04/06/2021;6;13/05/2021;74;€;False;eurowings;STR;ALC;Stuttgart;Alemania;Alicante;4;;
05/06/2021;6;13/05/2021;95;€;False;Iberia Express;STR;ALC;Stuttgart;Alemania;Alicante;5;;
07/06/2021;6;13/05/2021;92;€;False;Vueling Airlines;STR;ALC;Stuttgart;Alemania;Alicante;7;;
09/06/2021;6;13/05/2021;96;€;False;Vueling Airlines;STR;ALC;Stuttgart;Alemania;Alicante;9;;
10/06/2021;6;13/05/2021;70;€;False;eurowings;STR;ALC;Stuttgart;Alemania;Alicante;10;;
11/06/2021;6;13/05/2021;72;€;False;Vueling Airlines;STR;ALC;Stuttgart;Alemania;Alicante;11;;
12/06/2021;6;13/05/2021;91;€;False;KLM;STR;ALC;Stuttgart;Alemania;Alicante;12;;
13/06/2021;6;13/05/2021;67;€;False;eurowings;STR;ALC;Stuttgart;Alemania;Alicante;13;;
17/06/2021;6;13/05/2021;77;€;False;eurowings;STR;ALC;Stuttgart;Alemania;Alicante;17;;
23/06/2021;6;13/05/2021;77;€;False;British Airways;STR;ALC;Stuttgart;Alemania;Alicante;23;;
24/06/2021;6;13/05/2021;73;€;False;Vueling Airlines;STR;ALC;Stuttgart;Alemania;Alicante;24;;
25/06/2021;6;13/05/2021;87;€;False;Vueling Airlines;STR;ALC;Stuttgart;Alemania;Alicante;25;;
26/06/2021;6;13/05/2021;90;€;False;eurowings;STR;ALC;Stuttgart;Alemania;Alicante;26;;
28/06/2021;6;13/05/2021;78;€;False;Vueling Airlines;STR;ALC;Stuttgart;Alemania;Alicante;28;;
29/06/2021;6;13/05/2021;71;€;False;British Airways;STR;ALC;Stuttgart;Alemania;Alicante;29;;
30/06/2021;6;13/05/2021;95;€;False;Iberia;STR;ALC;Stuttgart;Alemania;Alicante;30;;
01/07/2021;7;13/05/2021;64;€;True;eurowings;STR;ALC;Stuttgart;Alemania;Alicante;1;;
02/07/2021;7;13/05/2021;126;€;False;Iberia;STR;ALC;Stuttgart;Alemania;Alicante;2;;
03/07/2021;7;13/05/2021;49;€;True;eurowings;STR;ALC;Stuttgart;Alemania;Alicante;3;;
04/07/2021;7;13/05/2021;118;€;False;Iberia;STR;ALC;Stuttgart;Alemania;Alicante;4;;
05/07/2021;7;13/05/2021;61;€;False;eurowings;STR;ALC;Stuttgart;Alemania;Alicante;5;;
06/07/2021;7;13/05/2021;92;€;False;Vueling Airlines;STR;ALC;Stuttgart;Alemania;Alicante;6;;
07/07/2021;7;13/05/2021;68;€;False;eurowings;STR;ALC;Stuttgart;Alemania;Alicante;7;;
08/07/2021;7;13/05/2021;34;€;True;eurowings;STR;ALC;Stuttgart;Alemania;Alicante;8;;
15/07/2021;7;13/05/2021;61;€;True;eurowings;STR;ALC;Stuttgart;Alemania;Alicante;15;;
17/07/2021;7;13/05/2021;153;€;True;eurowings;STR;ALC;Stuttgart;Alemania;Alicante;17;;
20/07/2021;7;13/05/2021;110;€;False;Vueling Airlines;STR;ALC;Stuttgart;Alemania;Alicante;20;;
22/07/2021;7;13/05/2021;61;€;True;eurowings;STR;ALC;Stuttgart;Alemania;Alicante;22;;
24/07/2021;7;13/05/2021;85;€;True;eurowings;STR;ALC;Stuttgart;Alemania;Alicante;24;;
31/07/2021;7;13/05/2021;88;€;False;KLM;STR;ALC;Stuttgart;Alemania;Alicante;31;;
31/07/2021;7;13/05/2021;151;€;True;eurowings;STR;ALC;Stuttgart;Alemania;Alicante;31;;
05/08/2021;8;13/05/2021;125;€;True;eurowings;STR;ALC;Stuttgart;Alemania;Alicante;5;;
07/08/2021;8;13/05/2021;155;€;True;eurowings;STR;ALC;Stuttgart;Alemania;Alicante;7;;
14/08/2021;8;13/05/2021;261;€;True;eurowings;STR;ALC;Stuttgart;Alemania;Alicante;14;;
19/08/2021;8;13/05/2021;145;€;True;eurowings;STR;ALC;Stuttgart;Alemania;Alicante;19;;
21/08/2021;8;13/05/2021;91;€;False;KLM;STR;ALC;Stuttgart;Alemania;Alicante;21;;
21/08/2021;8;13/05/2021;145;€;True;eurowings;STR;ALC;Stuttgart;Alemania;Alicante;21;;
26/08/2021;8;13/05/2021;35;€;True;eurowings;STR;ALC;Stuttgart;Alemania;Alicante;26;;
01/06/2021;6;13/05/2021;71;€;False;Ryanair;BRU;ALC;Bruselas;Bélgica;Alicante;1;;
01/06/2021;6;13/05/2021;94;€;True;Tuifly.be;BRU;ALC;Bruselas;Bélgica;Alicante;1;;
02/06/2021;6;13/05/2021;78;€;True;Ryanair;BRU;ALC;Bruselas;Bélgica;Alicante;2;;
03/06/2021;6;13/05/2021;84;€;True;Vueling Airlines;BRU;ALC;Bruselas;Bélgica;Alicante;3;;
04/06/2021;6;13/05/2021;56;€;False;Ryanair;BRU;ALC;Bruselas;Bélgica;Alicante;4;;
04/06/2021;6;13/05/2021;67;€;True;Brussels Airlines;BRU;ALC;Bruselas;Bélgica;Alicante;4;;
05/06/2021;6;13/05/2021;83;€;False;Ryanair;BRU;ALC;Bruselas;Bélgica;Alicante;5;;
05/06/2021;6;13/05/2021;101;€;True;Tuifly.be;BRU;ALC;Bruselas;Bélgica;Alicante;5;;
