Fecha;Mes;Fecha de busqueda;Precio;Moneda;Es directo;Aerolinea;Origen;Destino;Ciudad origen;País origen;Ciudad de destino;Dia;;
09/07/2021;7;13/05/2021;131;€;True;Alitalia;CDG;VLC;París;Francia;Valencia;9;;
10/07/2021;7;13/05/2021;66;€;False;easyJet;CDG;VLC;París;Francia;Valencia;10;;
10/07/2021;7;13/05/2021;131;€;True;Air France;CDG;VLC;París;Francia;Valencia;10;;
11/07/2021;7;13/05/2021;75;€;False;easyJet;CDG;VLC;París;Francia;Valencia;11;;
11/07/2021;7;13/05/2021;87;€;True;Air France;CDG;VLC;París;Francia;Valencia;11;;
12/07/2021;7;13/05/2021;65;€;False;easyJet;CDG;VLC;París;Francia;Valencia;12;;
12/07/2021;7;13/05/2021;75;€;True;Air France;CDG;VLC;París;Francia;Valencia;12;;
13/07/2021;7;13/05/2021;73;€;False;easyJet;CDG;VLC;París;Francia;Valencia;13;;
13/07/2021;7;13/05/2021;74;€;True;Air France;CDG;VLC;París;Francia;Valencia;13;;
14/07/2021;7;13/05/2021;64;€;False;easyJet;CDG;VLC;París;Francia;Valencia;14;;
14/07/2021;7;13/05/2021;83;€;True;Air France;CDG;VLC;París;Francia;Valencia;14;;
15/07/2021;7;13/05/2021;73;€;False;easyJet;CDG;VLC;París;Francia;Valencia;15;;
15/07/2021;7;13/05/2021;78;€;True;Air France;CDG;VLC;París;Francia;Valencia;15;;
16/07/2021;7;13/05/2021;64;€;False;easyJet;CDG;VLC;París;Francia;Valencia;16;;
16/07/2021;7;13/05/2021;103;€;True;Air France;CDG;VLC;París;Francia;Valencia;16;;
17/07/2021;7;13/05/2021;63;€;False;easyJet;CDG;VLC;París;Francia;Valencia;17;;
17/07/2021;7;13/05/2021;80;€;True;Air France;CDG;VLC;París;Francia;Valencia;17;;
18/07/2021;7;13/05/2021;73;€;False;easyJet;CDG;VLC;París;Francia;Valencia;18;;
18/07/2021;7;13/05/2021;79;€;True;Air France;CDG;VLC;París;Francia;Valencia;18;;
19/07/2021;7;13/05/2021;66;€;False;easyJet;CDG;VLC;París;Francia;Valencia;19;;
19/07/2021;7;13/05/2021;132;€;True;Air France;CDG;VLC;París;Francia;Valencia;19;;
20/07/2021;7;13/05/2021;68;€;False;easyJet;CDG;VLC;París;Francia;Valencia;20;;
20/07/2021;7;13/05/2021;100;€;True;Air France;CDG;VLC;París;Francia;Valencia;20;;
21/07/2021;7;13/05/2021;80;€;True;Air France;CDG;VLC;París;Francia;Valencia;21;;
22/07/2021;7;13/05/2021;76;€;True;Air France;CDG;VLC;París;Francia;Valencia;22;;
23/07/2021;7;13/05/2021;73;€;False;easyJet;CDG;VLC;París;Francia;Valencia;23;;
23/07/2021;7;13/05/2021;99;€;True;Air France;CDG;VLC;París;Francia;Valencia;23;;
24/07/2021;7;13/05/2021;76;€;True;Air France;CDG;VLC;París;Francia;Valencia;24;;
25/07/2021;7;13/05/2021;89;€;True;Air France;CDG;VLC;París;Francia;Valencia;25;;
26/07/2021;7;13/05/2021;64;€;False;easyJet;CDG;VLC;París;Francia;Valencia;26;;
26/07/2021;7;13/05/2021;98;€;True;Air France;CDG;VLC;París;Francia;Valencia;26;;
27/07/2021;7;13/05/2021;82;€;False;easyJet;CDG;VLC;París;Francia;Valencia;27;;
27/07/2021;7;13/05/2021;137;€;True;Air France;CDG;VLC;París;Francia;Valencia;27;;
28/07/2021;7;13/05/2021;66;€;False;easyJet;CDG;VLC;París;Francia;Valencia;28;;
28/07/2021;7;13/05/2021;89;€;True;Air France;CDG;VLC;París;Francia;Valencia;28;;
29/07/2021;7;13/05/2021;66;€;False;easyJet;CDG;VLC;París;Francia;Valencia;29;;
29/07/2021;7;13/05/2021;75;€;True;Air France;CDG;VLC;París;Francia;Valencia;29;;
30/07/2021;7;13/05/2021;70;€;False;Air France;CDG;VLC;París;Francia;Valencia;30;;
30/07/2021;7;13/05/2021;132;€;True;Alitalia;CDG;VLC;París;Francia;Valencia;30;;
31/07/2021;7;13/05/2021;94;€;False;easyJet;CDG;VLC;París;Francia;Valencia;31;;
31/07/2021;7;13/05/2021;131;€;True;Air France;CDG;VLC;París;Francia;Valencia;31;;
01/08/2021;8;13/05/2021;78;€;False;easyJet;CDG;VLC;París;Francia;Valencia;1;;
01/08/2021;8;13/05/2021;153;€;True;Air France;CDG;VLC;París;Francia;Valencia;1;;
02/08/2021;8;13/05/2021;112;€;False;KLM;CDG;VLC;París;Francia;Valencia;2;;
02/08/2021;8;13/05/2021;133;€;True;Air France;CDG;VLC;París;Francia;Valencia;2;;
03/08/2021;8;13/05/2021;57;€;False;Vueling Airlines;CDG;VLC;París;Francia;Valencia;3;;
03/08/2021;8;13/05/2021;114;€;True;Air France;CDG;VLC;París;Francia;Valencia;3;;
04/08/2021;8;13/05/2021;80;€;False;Air France;CDG;VLC;París;Francia;Valencia;4;;
04/08/2021;8;13/05/2021;96;€;True;Air France;CDG;VLC;París;Francia;Valencia;4;;
05/08/2021;8;13/05/2021;71;€;False;Vueling Airlines;CDG;VLC;París;Francia;Valencia;5;;
05/08/2021;8;13/05/2021;100;€;True;Air France;CDG;VLC;París;Francia;Valencia;5;;
06/08/2021;8;13/05/2021;86;€;False;Air France;CDG;VLC;París;Francia;Valencia;6;;
06/08/2021;8;13/05/2021;115;€;True;Air France;CDG;VLC;París;Francia;Valencia;6;;
07/08/2021;8;13/05/2021;86;€;False;Air France;CDG;VLC;París;Francia;Valencia;7;;
07/08/2021;8;13/05/2021;114;€;True;Alitalia;CDG;VLC;París;Francia;Valencia;7;;
08/08/2021;8;13/05/2021;84;€;False;easyJet;CDG;VLC;París;Francia;Valencia;8;;
08/08/2021;8;13/05/2021;154;€;True;Air France;CDG;VLC;París;Francia;Valencia;8;;
09/08/2021;8;13/05/2021;60;€;False;Vueling Airlines;CDG;VLC;París;Francia;Valencia;9;;
09/08/2021;8;13/05/2021;89;€;True;Air France;CDG;VLC;París;Francia;Valencia;9;;
10/08/2021;8;13/05/2021;57;€;False;Vueling Airlines;CDG;VLC;París;Francia;Valencia;10;;
10/08/2021;8;13/05/2021;89;€;True;Air France;CDG;VLC;París;Francia;Valencia;10;;
11/08/2021;8;13/05/2021;68;€;True;Air France;CDG;VLC;París;Francia;Valencia;11;;
12/08/2021;8;13/05/2021;92;€;False;easyJet;CDG;VLC;París;Francia;Valencia;12;;
12/08/2021;8;13/05/2021;125;€;True;Air France;CDG;VLC;París;Francia;Valencia;12;;
13/08/2021;8;13/05/2021;66;€;True;Air France;CDG;VLC;París;Francia;Valencia;13;;
14/08/2021;8;13/05/2021;62;€;False;Vueling Airlines;CDG;VLC;París;Francia;Valencia;14;;
14/08/2021;8;13/05/2021;72;€;True;Air France;CDG;VLC;París;Francia;Valencia;14;;
15/08/2021;8;13/05/2021;230;€;False;Vueling Airlines;CDG;VLC;París;Francia;Valencia;15;;
15/08/2021;8;13/05/2021;260;€;True;Air France;CDG;VLC;París;Francia;Valencia;15;;
16/08/2021;8;13/05/2021;66;€;True;Air France;CDG;VLC;París;Francia;Valencia;16;;
17/08/2021;8;13/05/2021;72;€;True;Air France;CDG;VLC;París;Francia;Valencia;17;;
18/08/2021;8;13/05/2021;66;€;True;Air France;CDG;VLC;París;Francia;Valencia;18;;
20/08/2021;8;13/05/2021;66;€;True;Air France;CDG;VLC;París;Francia;Valencia;20;;
21/08/2021;8;13/05/2021;66;€;True;Air France;CDG;VLC;París;Francia;Valencia;21;;
23/08/2021;8;13/05/2021;63;€;True;Air France;CDG;VLC;París;Francia;Valencia;23;;
27/08/2021;8;13/05/2021;62;€;False;Vueling Airlines;CDG;VLC;París;Francia;Valencia;27;;
27/08/2021;8;13/05/2021;110;€;True;Air France;CDG;VLC;París;Francia;Valencia;27;;
30/08/2021;8;13/05/2021;58;€;False;Vueling Airlines;CDG;VLC;París;Francia;Valencia;30;;
30/08/2021;8;13/05/2021;65;€;True;Air France;CDG;VLC;París;Francia;Valencia;30;;
31/08/2021;8;13/05/2021;61;€;False;Vueling Airlines;CDG;VLC;París;Francia;Valencia;31;;
31/08/2021;8;13/05/2021;67;€;True;Air France;CDG;VLC;París;Francia;Valencia;31;;
01/06/2021;6;13/05/2021;49;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;1;;
02/06/2021;6;13/05/2021;48;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;2;;
03/06/2021;6;13/05/2021;54;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;3;;
04/06/2021;6;13/05/2021;38;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;4;;
05/06/2021;6;13/05/2021;54;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;5;;
06/06/2021;6;13/05/2021;34;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;6;;
07/06/2021;6;13/05/2021;39;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;7;;
08/06/2021;6;13/05/2021;44;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;8;;
09/06/2021;6;13/05/2021;39;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;9;;
10/06/2021;6;13/05/2021;54;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;10;;
11/06/2021;6;13/05/2021;31;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;11;;
12/06/2021;6;13/05/2021;52;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;12;;
13/06/2021;6;13/05/2021;31;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;13;;
14/06/2021;6;13/05/2021;44;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;14;;
15/06/2021;6;13/05/2021;44;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;15;;
16/06/2021;6;13/05/2021;36;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;16;;
17/06/2021;6;13/05/2021;44;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;17;;
18/06/2021;6;13/05/2021;38;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;18;;
19/06/2021;6;13/05/2021;64;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;19;;
20/06/2021;6;13/05/2021;44;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;20;;
21/06/2021;6;13/05/2021;59;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;21;;
22/06/2021;6;13/05/2021;58;€;False;Vueling Airlines;ORY;VLC;París;Francia;Valencia;22;;
22/06/2021;6;13/05/2021;59;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;22;;
23/06/2021;6;13/05/2021;64;€;False;TAP Air Portugal;ORY;VLC;París;Francia;Valencia;23;;
23/06/2021;6;13/05/2021;64;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;23;;
24/06/2021;6;13/05/2021;57;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;24;;
25/06/2021;6;13/05/2021;66;€;False;Vueling Airlines;ORY;VLC;París;Francia;Valencia;25;;
25/06/2021;6;13/05/2021;72;€;True;Iberia;ORY;VLC;París;Francia;Valencia;25;;
26/06/2021;6;13/05/2021;53;€;False;TAP Air Portugal;ORY;VLC;París;Francia;Valencia;26;;
26/06/2021;6;13/05/2021;77;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;26;;
27/06/2021;6;13/05/2021;53;€;False;TAP Air Portugal;ORY;VLC;París;Francia;Valencia;27;;
27/06/2021;6;13/05/2021;59;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;27;;
28/06/2021;6;13/05/2021;34;€;True;transavia;ORY;VLC;París;Francia;Valencia;28;;
29/06/2021;6;13/05/2021;52;€;False;Vueling Airlines;ORY;VLC;París;Francia;Valencia;29;;
29/06/2021;6;13/05/2021;64;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;29;;
30/06/2021;6;13/05/2021;53;€;False;Vueling Airlines;ORY;VLC;París;Francia;Valencia;30;;
30/06/2021;6;13/05/2021;83;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;30;;
01/07/2021;7;13/05/2021;64;€;False;Vueling Airlines;ORY;VLC;París;Francia;Valencia;1;;
01/07/2021;7;13/05/2021;83;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;1;;
02/07/2021;7;13/05/2021;66;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;2;;
03/07/2021;7;13/05/2021;69;€;False;transavia;ORY;VLC;París;Francia;Valencia;3;;
03/07/2021;7;13/05/2021;100;€;True;Alitalia;ORY;VLC;París;Francia;Valencia;3;;
04/07/2021;7;13/05/2021;66;€;False;easyJet;ORY;VLC;París;Francia;Valencia;4;;
04/07/2021;7;13/05/2021;67;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;4;;
05/07/2021;7;13/05/2021;57;€;False;transavia;ORY;VLC;París;Francia;Valencia;5;;
05/07/2021;7;13/05/2021;88;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;5;;
06/07/2021;7;13/05/2021;57;€;False;Vueling Airlines;ORY;VLC;París;Francia;Valencia;6;;
06/07/2021;7;13/05/2021;75;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;6;;
07/07/2021;7;13/05/2021;54;€;False;Vueling Airlines;ORY;VLC;París;Francia;Valencia;7;;
07/07/2021;7;13/05/2021;63;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;7;;
08/07/2021;7;13/05/2021;56;€;False;Vueling Airlines;ORY;VLC;París;Francia;Valencia;8;;
08/07/2021;7;13/05/2021;105;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;8;;
09/07/2021;7;13/05/2021;72;€;False;Vueling Airlines;ORY;VLC;París;Francia;Valencia;9;;
09/07/2021;7;13/05/2021;76;€;True;Alitalia;ORY;VLC;París;Francia;Valencia;9;;
10/07/2021;7;13/05/2021;70;€;False;transavia;ORY;VLC;París;Francia;Valencia;10;;
10/07/2021;7;13/05/2021;129;€;True;Alitalia;ORY;VLC;París;Francia;Valencia;10;;
11/07/2021;7;13/05/2021;67;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;11;;
12/07/2021;7;13/05/2021;60;€;False;transavia;ORY;VLC;París;Francia;Valencia;12;;
12/07/2021;7;13/05/2021;85;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;12;;
13/07/2021;7;13/05/2021;63;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;13;;
14/07/2021;7;13/05/2021;68;€;False;Vueling Airlines;ORY;VLC;París;Francia;Valencia;14;;
14/07/2021;7;13/05/2021;97;€;True;Alitalia;ORY;VLC;París;Francia;Valencia;14;;
15/07/2021;7;13/05/2021;64;€;False;Vueling Airlines;ORY;VLC;París;Francia;Valencia;15;;
15/07/2021;7;13/05/2021;70;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;15;;
16/07/2021;7;13/05/2021;68;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;16;;
17/07/2021;7;13/05/2021;59;€;False;transavia;ORY;VLC;París;Francia;Valencia;17;;
17/07/2021;7;13/05/2021;96;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;17;;
18/07/2021;7;13/05/2021;68;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;18;;
19/07/2021;7;13/05/2021;55;€;False;transavia;ORY;VLC;París;Francia;Valencia;19;;
19/07/2021;7;13/05/2021;57;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;19;;
20/07/2021;7;13/05/2021;52;€;False;Vueling Airlines;ORY;VLC;París;Francia;Valencia;20;;
20/07/2021;7;13/05/2021;69;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;20;;
21/07/2021;7;13/05/2021;59;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;21;;
22/07/2021;7;13/05/2021;241;€;False;Vueling Airlines;ORY;VLC;París;Francia;Valencia;22;;
22/07/2021;7;13/05/2021;256;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;22;;
23/07/2021;7;13/05/2021;66;€;False;Vueling Airlines;ORY;VLC;París;Francia;Valencia;23;;
23/07/2021;7;13/05/2021;67;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;23;;
24/07/2021;7;13/05/2021;66;€;False;transavia;ORY;VLC;París;Francia;Valencia;24;;
24/07/2021;7;13/05/2021;89;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;24;;
25/07/2021;7;13/05/2021;66;€;False;easyJet;ORY;VLC;París;Francia;Valencia;25;;
25/07/2021;7;13/05/2021;69;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;25;;
26/07/2021;7;13/05/2021;58;€;False;transavia;ORY;VLC;París;Francia;Valencia;26;;
26/07/2021;7;13/05/2021;63;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;26;;
27/07/2021;7;13/05/2021;56;€;False;transavia;ORY;VLC;París;Francia;Valencia;27;;
27/07/2021;7;13/05/2021;89;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;27;;
28/07/2021;7;13/05/2021;56;€;False;Vueling Airlines;ORY;VLC;París;Francia;Valencia;28;;
28/07/2021;7;13/05/2021;57;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;28;;
29/07/2021;7;13/05/2021;56;€;False;transavia;ORY;VLC;París;Francia;Valencia;29;;
29/07/2021;7;13/05/2021;75;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;29;;
30/07/2021;7;13/05/2021;70;€;False;Vueling Airlines;ORY;VLC;París;Francia;Valencia;30;;
30/07/2021;7;13/05/2021;73;€;True;Alitalia;ORY;VLC;París;Francia;Valencia;30;;
31/07/2021;7;13/05/2021;82;€;False;transavia;ORY;VLC;París;Francia;Valencia;31;;
31/07/2021;7;13/05/2021;159;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;31;;
01/08/2021;8;13/05/2021;85;€;False;transavia;ORY;VLC;París;Francia;Valencia;1;;
01/08/2021;8;13/05/2021;115;€;True;Alitalia;ORY;VLC;París;Francia;Valencia;1;;
02/08/2021;8;13/05/2021;60;€;False;Vueling Airlines;ORY;VLC;París;Francia;Valencia;2;;
02/08/2021;8;13/05/2021;69;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;2;;
03/08/2021;8;13/05/2021;60;€;False;Vueling Airlines;ORY;VLC;París;Francia;Valencia;3;;
03/08/2021;8;13/05/2021;64;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;3;;
04/08/2021;8;13/05/2021;61;€;False;Vueling Airlines;ORY;VLC;París;Francia;Valencia;4;;
04/08/2021;8;13/05/2021;64;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;4;;
05/08/2021;8;13/05/2021;55;€;True;transavia;ORY;VLC;París;Francia;Valencia;5;;
06/08/2021;8;13/05/2021;68;€;False;Vueling Airlines;ORY;VLC;París;Francia;Valencia;6;;
06/08/2021;8;13/05/2021;69;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;6;;
07/08/2021;8;13/05/2021;85;€;False;transavia;ORY;VLC;París;Francia;Valencia;7;;
07/08/2021;8;13/05/2021;100;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;7;;
08/08/2021;8;13/05/2021;68;€;False;Vueling Airlines;ORY;VLC;París;Francia;Valencia;8;;
08/08/2021;8;13/05/2021;76;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;8;;
09/08/2021;8;13/05/2021;54;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;9;;
10/08/2021;8;13/05/2021;54;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;10;;
11/08/2021;8;13/05/2021;49;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;11;;
12/08/2021;8;13/05/2021;71;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;12;;
13/08/2021;8;13/05/2021;44;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;13;;
14/08/2021;8;13/05/2021;54;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;14;;
15/08/2021;8;13/05/2021;132;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;15;;
16/08/2021;8;13/05/2021;44;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;16;;
17/08/2021;8;13/05/2021;34;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;17;;
18/08/2021;8;13/05/2021;34;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;18;;
20/08/2021;8;13/05/2021;32;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;20;;
21/08/2021;8;13/05/2021;44;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;21;;
23/08/2021;8;13/05/2021;32;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;23;;
27/08/2021;8;13/05/2021;31;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;27;;
30/08/2021;8;13/05/2021;31;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;30;;
31/08/2021;8;13/05/2021;31;€;True;Vueling Airlines;ORY;VLC;París;Francia;Valencia;31;;
01/06/2021;6;13/05/2021;17;€;True;Ryanair;BVA;VLC;París;Francia;Valencia;1;;
02/06/2021;6;13/05/2021;33;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;2;;
03/06/2021;6;13/05/2021;28;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;3;;
04/06/2021;6;13/05/2021;28;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;4;;
05/06/2021;6;13/05/2021;31;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;5;;
06/06/2021;6;13/05/2021;33;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;6;;
07/06/2021;6;13/05/2021;26;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;7;;
08/06/2021;6;13/05/2021;13;€;True;Ryanair;BVA;VLC;París;Francia;Valencia;8;;
09/06/2021;6;13/05/2021;36;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;9;;
10/06/2021;6;13/05/2021;35;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;10;;
11/06/2021;6;13/05/2021;31;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;11;;
12/06/2021;6;13/05/2021;27;€;True;Ryanair;BVA;VLC;París;Francia;Valencia;12;;
13/06/2021;6;13/05/2021;45;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;13;;
14/06/2021;6;13/05/2021;31;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;14;;
15/06/2021;6;13/05/2021;13;€;True;Ryanair;BVA;VLC;París;Francia;Valencia;15;;
16/06/2021;6;13/05/2021;34;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;16;;
17/06/2021;6;13/05/2021;31;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;17;;
18/06/2021;6;13/05/2021;48;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;18;;
19/06/2021;6;13/05/2021;23;€;True;Ryanair;BVA;VLC;París;Francia;Valencia;19;;
20/06/2021;6;13/05/2021;37;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;20;;
21/06/2021;6;13/05/2021;31;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;21;;
22/06/2021;6;13/05/2021;13;€;True;Ryanair;BVA;VLC;París;Francia;Valencia;22;;
23/06/2021;6;13/05/2021;38;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;23;;
24/06/2021;6;13/05/2021;30;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;24;;
25/06/2021;6;13/05/2021;41;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;25;;
26/06/2021;6;13/05/2021;33;€;True;Ryanair;BVA;VLC;París;Francia;Valencia;26;;
27/06/2021;6;13/05/2021;34;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;27;;
28/06/2021;6;13/05/2021;31;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;28;;
29/06/2021;6;13/05/2021;13;€;True;Ryanair;BVA;VLC;París;Francia;Valencia;29;;
30/06/2021;6;13/05/2021;47;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;30;;
01/07/2021;7;13/05/2021;45;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;1;;
02/07/2021;7;13/05/2021;42;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;2;;
03/07/2021;7;13/05/2021;32;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;3;;
03/07/2021;7;13/05/2021;40;€;True;Ryanair;BVA;VLC;París;Francia;Valencia;3;;
04/07/2021;7;13/05/2021;35;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;4;;
05/07/2021;7;13/05/2021;37;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;5;;
06/07/2021;7;13/05/2021;19;€;True;Ryanair;BVA;VLC;París;Francia;Valencia;6;;
07/07/2021;7;13/05/2021;35;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;7;;
08/07/2021;7;13/05/2021;32;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;8;;
09/07/2021;7;13/05/2021;35;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;9;;
10/07/2021;7;13/05/2021;46;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;10;;
10/07/2021;7;13/05/2021;65;€;True;Ryanair;BVA;VLC;París;Francia;Valencia;10;;
11/07/2021;7;13/05/2021;53;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;11;;
12/07/2021;7;13/05/2021;35;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;12;;
13/07/2021;7;13/05/2021;26;€;True;Ryanair;BVA;VLC;París;Francia;Valencia;13;;
14/07/2021;7;13/05/2021;37;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;14;;
15/07/2021;7;13/05/2021;45;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;15;;
16/07/2021;7;13/05/2021;32;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;16;;
17/07/2021;7;13/05/2021;32;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;17;;
17/07/2021;7;13/05/2021;78;€;True;Ryanair;BVA;VLC;París;Francia;Valencia;17;;
18/07/2021;7;13/05/2021;47;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;18;;
19/07/2021;7;13/05/2021;32;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;19;;
20/07/2021;7;13/05/2021;34;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;20;;
20/07/2021;7;13/05/2021;45;€;True;Ryanair;BVA;VLC;París;Francia;Valencia;20;;
22/07/2021;7;13/05/2021;126;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;22;;
23/07/2021;7;13/05/2021;35;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;23;;
24/07/2021;7;13/05/2021;32;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;24;;
24/07/2021;7;13/05/2021;49;€;True;Ryanair;BVA;VLC;París;Francia;Valencia;24;;
25/07/2021;7;13/05/2021;35;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;25;;
26/07/2021;7;13/05/2021;34;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;26;;
27/07/2021;7;13/05/2021;45;€;True;Ryanair;BVA;VLC;París;Francia;Valencia;27;;
28/07/2021;7;13/05/2021;34;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;28;;
29/07/2021;7;13/05/2021;32;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;29;;
30/07/2021;7;13/05/2021;34;€;False;Ryanair;BVA;VLC;París;Francia;Valencia;30;;
